uniqueIEID,rootEnvelopID,className,methodName,executionTimeMs,startTime,code,isError,isSuccess,depth,hourOfDay,dayOfWeek,isWeekend,isBusinessHours,historical_avg,historical_std,historical_p95,success_rate,recent_call_count,method_popularity
0c33573d-18e5-494c-8510-23a70b4cf57f,App|Host|2025:12:27:19:12:55|6454,OrderController,UpdateStatus,62,2025-12-27 19:12:55.211686,GEN_COMMON_00000,False,True,2,19,5,True,False,100.5,54.44722215136416,135.14999999999998,100.0,0,206
afc0f543-fe76-4e61-9df6-c2b8819abc2d,App|Host|2025:12:27:19:17:09|4638,PaymentController,GetTransactionHistory,139,2025-12-27 19:17:09.211686,GEN_COMMON_00000,False,True,2,19,5,True,False,139.0,0.0,139.0,100.0,0,283
307994c3-6f91-4f5b-8e90-2da234f1e478,App|Host|2025:12:27:19:21:45|1337,UserController,GetAll,221,2025-12-27 19:21:45.211686,GEN_COMMON_00000,False,True,0,19,5,True,False,218.6,36.15660382281499,263.4,100.0,0,787
6c194567-4947-48bb-a76b-f32c6bf88433,App|Host|2025:12:27:19:22:09|4940,ProductController,Create,109,2025-12-27 19:22:09.211686,GEN_COMMON_00000,False,True,1,19,5,True,False,176.66666666666666,85.67574530363498,260.5,100.0,0,397
ffe4f942-b138-43e5-b616-c614b3f02b8b,App|Host|2025:12:27:19:23:02|5259,ReportController,GenerateUserReport,383,2025-12-27 19:23:02.211686,GEN_COMMON_00000,False,True,1,19,5,True,False,383.0,0.0,383.0,100.0,0,447
4f7be279-8c52-4d7d-86d3-d7146f6dec6c,App|Host|2025:12:27:19:24:49|9023,PaymentController,GetTransactionHistory,158,2025-12-27 19:24:49.211686,GEN_COMMON_00000,False,True,0,19,5,True,False,148.5,13.435028842544403,157.05,100.0,0,283
c1282ef8-283b-4ff2-aeb2-52eebffa6751,App|Host|2025:12:27:19:26:57|4068,AuthController,Logout,202,2025-12-27 19:26:57.211686,GEN_COMMON_00000,False,True,1,19,5,True,False,202.0,0.0,202.0,100.0,0,283
95072398-5b57-485f-aea5-82e93c5dbc63,App|Host|2025:12:27:19:46:39|4392,OrderController,GetById,108,2025-12-27 19:46:39.211686,GEN_COMMON_00000,False,True,0,19,5,True,False,108.0,0.0,108.0,100.0,0,800
500245b2-1e61-4f37-955a-2313c8d85080,App|Host|2025:12:27:19:47:49|3063,AuthController,ValidateToken,156,2025-12-27 19:47:49.211686,GEN_COMMON_00000,False,True,1,19,5,True,False,156.0,0.0,156.0,100.0,0,263
39607856-f6ef-496d-8d45-a6b4db12c62b,App|Host|2025:12:27:19:58:58|4676,OrderController,UpdateStatus,53,2025-12-27 19:58:58.211686,GEN_COMMON_00000,False,True,0,19,5,True,False,84.66666666666667,47.26873526268006,131.3,100.0,0,206
58811e8f-6920-4210-b429-2505dc645049,App|Host|2025:12:27:20:00:43|3843,NotificationController,SendEmail,206,2025-12-27 20:00:43.211686,GEN_COMMON_00000,False,True,2,20,5,True,False,500.5,416.4858941188765,765.55,100.0,0,308
035fb11a-b758-4a7a-a4fb-01e678daa31f,App|Host|2025:12:27:20:01:35|7149,ProductController,Search,285,2025-12-27 20:01:35.211686,GEN_COMMON_00000,False,True,2,20,5,True,False,296.5,16.263455967290593,306.85,50.0,0,365
79f37f65-711b-48ec-bdb1-082b327c974d,App|Host|2025:12:27:20:01:43|6596,PersonController,Search,354,2025-12-27 20:01:43.211686,GEN_COMMON_00000,False,True,0,20,5,True,False,315.6666666666667,35.13308032799477,349.4,66.66666666666666,0,365
ec07b338-cc8d-4e39-b1a9-1fe3faadd1fb,App|Host|2025:12:27:20:03:24|1732,OrderController,Cancel,77,2025-12-27 20:03:24.211686,GEN_COMMON_00000,False,True,1,20,5,True,False,170.5,132.22896808188437,254.65,100.0,0,199
323a1f17-7a24-40b4-836c-b59be731024f,App|Host|2025:12:27:20:06:33|4222,PersonController,GetById,140,2025-12-27 20:06:33.211686,GEN_COMMON_00000,False,True,1,20,5,True,False,124.0,22.627416997969522,138.4,100.0,0,800
e069c0ff-b4cc-42ad-aaed-66db1aa32ac3,App|Host|2025:12:27:20:06:37|3347,OrderController,GetById,99,2025-12-27 20:06:37.211686,GEN_COMMON_00000,False,True,0,20,5,True,False,115.66666666666667,21.548395145191982,136.8,100.0,0,800
5ac03a0d-afd3-4526-b649-93b9f1541986,App|Host|2025:12:27:20:16:02|5452,PersonController,GetById,133,2025-12-27 20:16:02.211686,GEN_COMMON_00000,False,True,1,20,5,True,False,120.0,19.61292091114087,138.95,100.0,0,800
e179eada-8c15-4b0d-b6e8-157f4a663c86,App|Host|2025:12:27:20:19:01|8027,UserController,UpdateProfile,90,2025-12-27 20:19:01.211686,GEN_COMMON_00000,False,True,2,20,5,True,False,90.0,0.0,90.0,100.0,0,205
b83aa033-9723-4201-94ee-2ea1556ae1f6,App|Host|2025:12:27:20:19:33|4578,ReportController,GenerateSalesReport,4909,2025-12-27 20:19:33.211686,GEN_COMMON_00000,False,True,2,20,5,True,False,6266.0,1919.08780414029,7487.299999999999,100.0,0,413
e170a4e7-2243-4ae7-a732-0f0c22094a65,App|Host|2025:12:27:20:40:20|3567,NotificationController,SendSMS,108,2025-12-27 20:40:20.211686,GEN_COMMON_00000,False,True,1,20,5,True,False,108.0,0.0,108.0,100.0,0,353
13e4fdf2-ec2d-47ea-bf17-f63c9add0502,App|Host|2025:12:27:20:42:51|2512,PersonController,Delete,149,2025-12-27 20:42:51.211686,GEN_COMMON_00000,False,True,2,20,5,True,False,141.0,11.313708498984761,148.2,100.0,0,580
774fe1eb-a41c-450a-915e-11c0dc1deab3,App|Host|2025:12:27:20:47:22|1344,ReportController,ExportData,202,2025-12-27 20:47:22.211686,GEN_COMMON_00000,False,True,1,20,5,True,False,197.5,6.363961030678928,201.55,100.0,0,473
943f859e-a533-4226-bb74-d6e83b668142,App|Host|2025:12:27:20:51:39|3258,AuthController,Logout,108,2025-12-27 20:51:39.211686,GEN_COMMON_00000,False,True,2,20,5,True,False,155.0,66.46803743153546,197.3,100.0,0,283
677a7aee-37d9-4582-991b-de71692e9675,App|Host|2025:12:27:20:53:01|6594,PaymentController,RefundPayment,130,2025-12-27 20:53:01.211686,GEN_COMMON_00000,False,True,1,20,5,True,False,130.0,0.0,130.0,100.0,0,280
57872470-8050-4890-9f97-489fc0824314,App|Host|2025:12:27:20:57:57|8764,UserController,GetById,109,2025-12-27 20:57:57.211686,GEN_COMMON_00000,False,True,1,20,5,True,False,117.8,17.683325479106017,138.6,100.0,0,800
c7447ddd-2046-425c-b305-8668b380b56f,App|Host|2025:12:27:21:06:36|8969,PersonController,Create,110,2025-12-27 21:06:36.211686,GEN_COMMON_00000,False,True,1,21,5,True,False,160.0,77.48978427293927,254.24999999999994,100.0,0,397
d803a954-dfb8-4a0c-b0fa-19c7d4a34384,App|Host|2025:12:27:21:07:36|1514,PaymentController,GetTransactionHistory,109,2025-12-27 21:07:36.211686,GEN_COMMON_00000,False,True,0,21,5,True,False,135.33333333333334,24.704925284917042,156.1,100.0,0,283
4d7b71d3-16cc-4fe8-80e9-2b5a63ad0ee1,App|Host|2025:12:27:21:11:19|1976,ReportController,GenerateUserReport,210,2025-12-27 21:11:19.211686,GEN_COMMON_00000,False,True,0,21,5,True,False,296.5,122.32947314527271,374.35,100.0,0,447
0df1d21f-20fb-4f6c-af2a-4bf55471c06b,App|Host|2025:12:27:21:12:29|6665,UserController,Login,165,2025-12-27 21:12:29.211686,GEN_COMMON_00000,False,True,1,21,5,True,False,410.3333333333333,357.8901134892292,763.4,100.0,0,464
d0615c93-dda4-448b-abb8-f7795fd4a50f,App|Host|2025:12:27:21:12:59|4385,NotificationController,SendSMS,191,2025-12-27 21:12:59.211686,GEN_COMMON_00000,False,True,1,21,5,True,False,149.5,58.68986283848344,186.85,100.0,0,353
f3aceb80-07e1-44f4-893a-c9805e0b6f84,App|Host|2025:12:27:21:13:14|3275,NotificationController,MarkAsRead,154,2025-12-27 21:13:14.211686,GEN_COMMON_00000,False,True,1,21,5,True,False,113.0,57.982756057296896,149.89999999999998,100.0,0,323
d7f739d8-6fff-491d-bea9-7be8f89eb574,App|Host|2025:12:27:21:16:20|1749,AuthController,Login,214,2025-12-27 21:16:20.211686,GEN_COMMON_00000,False,True,1,21,5,True,False,361.25,308.2643616551655,734.5999999999998,100.0,0,464
087626e2-35dd-4dfc-ae26-f0cbdfb5cf3d,App|Host|2025:12:27:21:25:59|5174,OrderController,GetAll,259,2025-12-27 21:25:59.211686,GEN_COMMON_00000,False,True,2,21,5,True,False,225.33333333333334,36.302433343602004,270.25,100.0,0,787
d8263925-271e-48e5-ae6c-3b4987048ab5,App|Host|2025:12:27:21:27:15|2325,UserController,Register,112,2025-12-27 21:27:15.211686,GEN_COMMON_00000,False,True,1,21,5,True,False,112.0,0.0,112.0,100.0,0,177
315d278f-bd18-4b3e-a73e-c8ee7d289518,App|Host|2025:12:27:21:28:41|6398,ReportController,ExportData,61,2025-12-27 21:28:41.211686,GEN_COMMON_00000,False,True,1,21,5,True,False,152.0,78.93668348746354,201.1,100.0,0,473
63218a1d-4591-483d-96f0-1f2c1d4492f8,App|Host|2025:12:27:21:29:59|4028,UserController,Login,166,2025-12-27 21:29:59.211686,GEN_COMMON_00000,False,True,0,21,5,True,False,322.2,280.882003695502,705.8,100.0,0,464
ab65d712-8f7c-43c9-9fc9-148ba9b6eeb9,App|Host|2025:12:27:21:30:15|5424,UserController,GetById,73,2025-12-27 21:30:15.211686,GEN_COMMON_00000,False,True,1,21,5,True,False,110.33333333333333,24.179881444429512,138.25,100.0,0,800
ea85df73-7bd8-4837-816c-403e181f3603,App|Host|2025:12:27:21:32:23|7655,OrderController,GetById,86,2025-12-27 21:32:23.211686,GEN_COMMON_00000,False,True,0,21,5,True,False,106.85714285714286,23.912539049827473,137.9,100.0,0,800
e693f750-a5aa-481d-a6e0-7c833759f88d,App|Host|2025:12:27:21:35:24|4118,ProductController,Update,126,2025-12-27 21:35:24.211686,GEN_COMMON_00000,False,True,1,21,5,True,False,152.25,18.89223826513594,168.9,100.0,0,380
248b76c8-8460-4453-a4f5-27104f3112cf,App|Host|2025:12:27:21:35:38|1764,OrderController,CreateOrder,189,2025-12-27 21:35:38.211686,GEN_COMMON_00000,False,True,2,21,5,True,False,184.5,6.363961030678928,188.55,100.0,0,216
272b3fa4-37b7-4d8f-a428-52562c587b45,App|Host|2025:12:27:21:44:34|9169,PaymentController,ProcessPayment,1181,2025-12-27 21:44:34.211686,API_DATABASE_03021,True,False,1,21,5,True,False,1431.5,354.26049737446033,1656.95,50.0,0,332
b47cdde2-ce7b-4999-be5c-9d1132309b91,App|Host|2025:12:27:21:51:02|3857,NotificationController,SendEmail,347,2025-12-27 21:51:02.211686,GEN_COMMON_00000,False,True,0,21,5,True,False,449.3333333333333,307.5456605665788,750.1999999999999,100.0,0,308
a48f8d97-f171-42ee-b5aa-19d578154bc4,App|Host|2025:12:27:21:54:37|2596,NotificationController,SendSMS,94,2025-12-27 21:54:37.211686,GEN_COMMON_00000,False,True,1,21,5,True,False,131.0,52.43090691567332,182.7,100.0,0,353
7401cb3b-4071-4d07-82cf-af67d1c3d752,App|Host|2025:12:27:22:06:06|1819,ReportController,ExportData,159,2025-12-27 22:06:06.211686,GEN_COMMON_00000,False,True,0,22,5,True,False,153.75,64.54649486997725,200.65,100.0,0,473
a7cb6daf-ed2a-4bdf-92f0-65d9f30266de,App|Host|2025:12:27:22:14:50|5032,NotificationController,SendEmail,265,2025-12-27 22:14:50.211686,GEN_COMMON_00000,False,True,1,22,5,True,False,403.25,267.49003096688796,727.7999999999998,100.0,0,308
e4355aac-d7ae-48d9-afa1-f3d2164f8ad2,App|Host|2025:12:27:22:21:54|2264,ReportController,GenerateSalesReport,8284,2025-12-27 22:21:54.211686,GEN_COMMON_00000,False,True,0,22,5,True,False,6938.666666666667,1788.5441938440697,8217.9,100.0,0,413
d805596c-83ca-45a1-b080-2c74789aa579,App|Host|2025:12:27:22:21:55|3515,ProductController,Create,138,2025-12-27 22:21:55.211686,GEN_COMMON_00000,False,True,0,22,5,True,False,155.6,67.82551142453701,247.99999999999997,100.0,0,397
4571cfd1-118b-465e-8095-bc37134ddff1,App|Host|2025:12:27:22:23:04|8158,OrderController,GetAll,261,2025-12-27 22:23:04.211686,GEN_COMMON_00000,False,True,1,22,5,True,False,230.42857142857142,35.77642213738513,270.09999999999997,100.0,0,787
2b5b810c-eb77-4eca-94e6-ee0e1b8fa0b6,App|Host|2025:12:27:22:35:30|6345,ReportController,GenerateUserReport,106,2025-12-27 22:35:30.211686,GEN_COMMON_00000,False,True,1,22,5,True,False,233.0,139.92497989994496,365.7,100.0,0,447
cbeb5fbc-9eb8-4f94-b37c-4a9dd6a633e1,App|Host|2025:12:27:22:37:47|5748,AuthController,RefreshToken,60,2025-12-27 22:37:47.211686,GEN_COMMON_00000,False,True,1,22,5,True,False,60.0,0.0,60.0,100.0,0,225
d0a75f3a-4ded-4845-9a02-416772ebbcb2,App|Host|2025:12:27:22:38:13|9444,UserController,GetById,95,2025-12-27 22:38:13.211686,GEN_COMMON_00000,False,True,0,22,5,True,False,105.375,22.53211993069956,137.54999999999998,100.0,0,800
a09f866f-f35e-4b9a-bafb-5e38acc283b4,App|Host|2025:12:27:22:43:43|2284,PersonController,Create,178,2025-12-27 22:43:43.211686,GEN_COMMON_00000,False,True,0,22,5,True,False,159.33333333333334,61.35035995547758,249.25,100.0,0,397
7e181678-5abc-4e51-8b46-bef585abd3c3,App|Host|2025:12:27:22:43:59|1818,PersonController,Create,119,2025-12-27 22:43:59.211686,GEN_COMMON_00000,False,True,2,22,5,True,False,153.57142857142858,58.04267723798051,244.49999999999994,100.0,0,397
d5f397b3-9446-48c3-90da-9cd9cb4ac081,App|Host|2025:12:27:23:03:58|1651,ProductController,Create,158,2025-12-27 23:03:58.211686,GEN_COMMON_00000,False,True,0,23,5,True,False,154.125,53.759882812372275,239.74999999999994,100.0,0,397
e356e4a8-fabe-4aae-969c-3bb858e78e0a,App|Host|2025:12:27:23:12:14|2039,UserController,UpdateProfile,49,2025-12-27 23:12:14.211686,GEN_COMMON_00000,False,True,2,23,5,True,False,69.5,28.991378028648448,87.94999999999999,100.0,0,205
77cb7e0b-0415-4ee0-b936-ba5f49e98942,App|Host|2025:12:27:23:13:02|2448,AuthController,RefreshToken,142,2025-12-27 23:13:02.211686,GEN_COMMON_00000,False,True,1,23,5,True,False,101.0,57.982756057296896,137.89999999999998,100.0,0,225
e3cbb726-83d8-41bb-a556-742b2d1a9cb8,App|Host|2025:12:27:23:19:09|5975,AuthController,ChangePassword,89,2025-12-27 23:19:09.211686,GEN_COMMON_00000,False,True,1,23,5,True,False,89.0,0.0,89.0,100.0,0,235
ade530df-8f6d-4a0a-bfc0-a1b45deb1d42,App|Host|2025:12:27:23:21:00|9189,ReportController,GenerateUserReport,364,2025-12-27 23:21:00.211686,GEN_COMMON_00000,False,True,0,23,5,True,False,265.75,131.69250801266816,380.15,100.0,0,447
c7b78533-044e-4f18-b5d1-3093f69873d6,App|Host|2025:12:27:23:23:15|8713,NotificationController,SendSMS,167,2025-12-27 23:23:15.211686,GEN_COMMON_00000,False,True,1,23,5,True,False,140.0,46.4399253516483,187.39999999999998,100.0,0,353
03ceed5b-1e4d-42b6-8d94-67b378684d8f,App|Host|2025:12:27:23:28:08|2992,ProductController,Delete,79,2025-12-27 23:28:08.211686,GEN_COMMON_00000,False,True,1,23,5,True,False,120.33333333333333,36.67878587594378,147.4,100.0,0,580
a1efaa94-bcfb-4e8b-ac28-0b264ffbb87e,App|Host|2025:12:27:23:34:44|6084,PersonController,GetAll,268,2025-12-27 23:34:44.211686,GEN_COMMON_00000,False,True,1,23,5,True,False,235.125,35.686882343916956,271.9,100.0,0,787
3992452a-1897-4350-8cb0-a909b93ac7bb,App|Host|2025:12:27:23:58:11|3933,NotificationController,MarkAsRead,106,2025-12-27 23:58:11.211686,GEN_COMMON_00000,False,True,1,23,5,True,False,110.66666666666667,41.198705481281,149.2,100.0,0,323
a5837f9f-ac6e-4b9e-97b3-2ebe58751d7b,App|Host|2025:12:28:00:03:36|2586,ProductController,GetByCategory,88,2025-12-28 00:03:36.211686,GEN_COMMON_00000,False,True,0,0,6,True,False,98.0,14.142135623730951,107.0,100.0,0,173
7b355c48-cea6-4583-bdc6-9de4c0e8fb38,App|Host|2025:12:28:00:07:41|5441,ReportController,ExportData,136,2025-12-28 00:07:41.211686,GEN_COMMON_00000,False,True,1,0,6,True,False,150.2,56.45972015516903,200.2,100.0,0,473
42a70b57-d155-4f4b-bb43-d737d54bfce9,App|Host|2025:12:28:00:12:13|3536,AuthController,ValidateToken,125,2025-12-28 00:12:13.211686,GEN_COMMON_00000,False,True,1,0,6,True,False,140.5,21.920310216782973,154.45,100.0,0,263
b5b7e509-3258-4a92-a55b-405435c93c5e,App|Host|2025:12:28:00:14:38|4813,AuthController,ValidateToken,79,2025-12-28 00:14:38.211686,GEN_COMMON_00000,False,True,1,0,6,True,False,120.0,38.742741255621034,152.9,100.0,0,263
8d644c4a-438b-4c87-878a-109487f2efe5,App|Host|2025:12:28:00:23:45|5667,AuthController,Logout,89,2025-12-28 00:23:45.211686,GEN_COMMON_00000,False,True,0,0,6,True,False,133.0,60.50619802962338,192.6,100.0,0,283
2e8a2f9a-0519-47d2-b88a-709e157bf64b,App|Host|2025:12:28:00:27:29|2659,AuthController,RefreshToken,140,2025-12-28 00:27:29.211686,GEN_COMMON_00000,False,True,1,0,6,True,False,114.0,46.776062254106,141.8,100.0,0,225
d1ec7eef-2b4e-4a85-b451-d09cda369cc0,App|Host|2025:12:28:00:27:55|5837,OrderController,GetAll,140,2025-12-28 00:27:55.211686,GEN_COMMON_00000,False,True,0,0,6,True,False,224.55555555555554,46.04104449051713,271.6,100.0,0,787
a16cc63c-5942-4278-9493-37baaa968ad0,App|Host|2025:12:28:00:28:31|9531,ProductController,GetByCategory,119,2025-12-28 00:28:31.211686,GEN_COMMON_00000,False,True,1,0,6,True,False,105.0,15.716233645501712,117.9,100.0,0,173
3345804e-c635-4d6d-a8ec-89e385f51762,App|Host|2025:12:28:00:29:57|2189,OrderController,GetByCustomer,98,2025-12-28 00:29:57.211686,GEN_COMMON_00000,False,True,1,0,6,True,False,98.0,0.0,98.0,100.0,0,218
ee24f47a-c6c5-40df-8188-9a71d5c9261e,App|Host|2025:12:28:00:30:09|7349,ReportController,GenerateSalesReport,3598,2025-12-28 00:30:09.211686,GEN_COMMON_00000,False,True,1,0,6,True,False,6103.5,2218.6948866394405,8184.849999999999,100.0,0,413
a7378fdb-b85b-48a4-977d-c4237e20be48,App|Host|2025:12:28:00:32:40|1793,UserController,Login,171,2025-12-28 00:32:40.211686,GEN_COMMON_00000,False,True,1,0,6,True,False,297.0,258.7005991489003,677.0,100.0,0,464
0bf2b286-9981-4f11-a74f-622372721df3,App|Host|2025:12:28:00:38:52|3372,AuthController,Login,92,2025-12-28 00:38:52.211686,GEN_COMMON_00000,False,True,1,0,6,True,False,267.7142857142857,248.54624940891404,648.1999999999996,100.0,0,464
3fd9909e-b5bb-407d-8ccd-0046bc4e6588,App|Host|2025:12:28:00:40:00|4153,OrderController,UpdateStatus,104,2025-12-28 00:40:00.211686,GEN_COMMON_00000,False,True,0,0,6,True,False,89.5,39.786932528155525,133.75,100.0,0,206
cc30a722-0149-488c-8006-d8dc1c9d58ad,App|Host|2025:12:28:00:42:00|7683,AuthController,Login,154,2025-12-28 00:42:00.211686,GEN_COMMON_00000,False,True,1,0,6,True,False,253.5,233.59488741959106,619.3999999999996,100.0,0,464
9283bd80-b586-456e-a018-c00feab767cc,App|Host|2025:12:28:00:42:19|3811,ReportController,GenerateUserReport,269,2025-12-28 00:42:19.211686,GEN_COMMON_00000,False,True,1,0,6,True,False,266.4,114.0583184165013,379.2,100.0,0,447
500e2d9c-1c68-4fef-aabd-a6dd43d3ac5d,App|Host|2025:12:28:00:46:15|9532,AuthController,RefreshToken,75,2025-12-28 00:46:15.211686,GEN_COMMON_00000,False,True,2,0,6,True,False,104.25,42.88259165053655,141.7,100.0,0,225
d19e087d-2631-4d77-9bf5-87140bc4f505,App|Host|2025:12:28:00:58:56|5313,OrderController,GetAll,170,2025-12-28 00:58:56.211686,GEN_COMMON_00000,False,True,2,0,6,True,False,219.1,46.71057458196996,271.3,100.0,0,787
57642918-ba2b-41c5-9405-bf31532d3240,App|Host|2025:12:28:01:01:46|6281,ReportController,GenerateSalesReport,3331,2025-12-28 01:01:46.211686,GEN_COMMON_00000,False,True,0,1,6,True,False,5549.0,2286.767696990667,8151.8,100.0,0,413
37c2209f-539a-4044-9325-d2fb1bc3019d,App|Host|2025:12:28:01:05:04|8441,ReportController,GenerateSalesReport,4281,2025-12-28 01:05:04.211686,GEN_COMMON_00000,False,True,0,1,6,True,False,5337.666666666667,2109.8378768679518,8118.75,100.0,0,413
cfb79cbe-37fc-4b39-a66d-2e8f27df84b4,App|Host|2025:12:28:01:06:22|2318,AuthController,Login,99,2025-12-28 01:06:22.211686,GEN_COMMON_00000,False,True,1,1,6,True,False,236.33333333333334,224.49498880821372,590.5999999999998,100.0,0,464
af8b8d87-0c1d-4696-b1a1-bd1eaff3e50b,App|Host|2025:12:28:01:12:54|7378,ReportController,ExportData,119,2025-12-28 01:12:54.211686,GEN_COMMON_00000,False,True,1,1,6,True,False,145.0,52.080706600429295,199.75,100.0,0,473
2777b729-594b-4e18-b03a-f1967b42f860,App|Host|2025:12:28:01:15:27|3150,ProductController,Search,224,2025-12-28 01:15:27.211686,GEN_COMMON_00000,False,True,2,1,6,True,False,292.75,54.070170457779525,347.09999999999997,75.0,0,365
